level_0,index,id,name,start_date,distance,elapsed_time,moving_time,average_speed,max_speed,average_cadence,average_watts,average_heartrate,max_heartrate,calories,commute,has_heartrate,total_elevation_gain,achievement_count,date_pulled,distance_mean,moving_time_mean,average_speed_mean,max_speed_mean,average_watts_mean,average_heartrate_mean,max_heartrate_mean,total_elevation_gain_mean,distance_rel_effort,moving_time_rel_effort,average_speed_rel_effort,max_speed_rel_effort,average_watts_rel_effort,average_heartrate_rel_effort,max_heartrate_rel_effort,total_elevation_gain_rel_effort,painmeter
344,1,2817032866,Evening Commute: 10/25/2019,2019-10-25 21:48:15+00:00,4.81,15824,1871,9.25422078,33.554100000000005,,73.6,,,,True,False,222.440952,2,04/20/2020 08:45:09 PM ET,4.500750853242315,1222.3276450511946,13.354653953720142,25.339262320819113,96.43515358361775,128.56666666666666,153.96244131455398,171.7682102389078,1.068710567823345,1.5306861524199897,0.6929584856387909,1.3241940343476952,0.7632071632071632,,,1.2950065189048243,1.112460487056968
345,1,2819555511,Soccer + Errands,2019-10-26 21:35:51+00:00,6.16,10702,1854,11.96539206,29.974996000000004,,94.3,,,,True,False,208.005256,0,04/20/2020 08:45:09 PM ET,4.506394557823123,1224.4761904761904,13.349928573129256,25.35503012244898,96.42789115646258,128.56666666666666,153.96244131455398,171.89146549659858,1.366946440432343,1.5141168235202616,0.8962888448769641,1.182211019085344,0.9779328249229272,,,1.2100964722074352,1.1912654041742126
347,1,2822686588,Night Ride,2019-10-28 01:17:16+00:00,3.84,1055,1055,13.09504676,22.3694,,128.2,,,,True,False,174.86877199999995,0,04/20/2020 08:45:09 PM ET,4.504135593220333,1223.9016949152542,13.349064566983056,25.34490934237288,96.53559322033898,128.56666666666666,153.96244131455398,171.9015580610169,0.8525498223854547,0.8619973355564726,0.9809711155633084,0.8825993298228818,1.3280075848023034,,,1.0172611230081452,0.9872310518564277
348,1,2823583598,Morning Commute: 10/28/2019,2019-10-28 13:31:14+00:00,2.23,825,599,13.38584896,31.764547999999998,,77.2,,,,True,False,0.0,1,04/20/2020 08:45:09 PM ET,4.496452702702697,1221.7905405405406,13.349188838581087,25.36659731081081,96.47027027027028,128.56666666666666,153.96244131455398,171.32080955405402,0.4959465043765738,0.4902640674685469,1.0027462433756993,1.2522195078353096,0.8002465400347397,,,0.0,0.6735704771818116
349,1,2824971128,Evening Commute + Nosferatu: 10/28/2019,2019-10-28 22:26:15+00:00,7.91,11316,2054,13.87350188,34.001488,,139.2,,,,True,False,497.04725999999994,3,04/20/2020 08:45:09 PM ET,4.507946127946123,1224.5925925925926,13.350954202356908,25.395671016835017,96.61414141414141,128.56666666666666,153.96244131455398,172.41753160942758,1.7546793540773515,1.6772925235906122,1.0391393506204105,1.338869446586393,1.4407828705252592,,,2.8828115990312786,1.6889291907385509
350,1,2826024231,Morning Commute: 10/29/2019,2019-10-29 13:34:32+00:00,2.24,705,678,11.89828386,26.395892000000003,,53.2,,,,True,False,0.0,0,04/20/2020 08:45:09 PM ET,4.500335570469793,1222.758389261745,13.346079469664435,25.39902746308725,96.46845637583894,128.56666666666666,153.96244131455398,171.83894928859056,0.4977406606517045,0.554484030495469,0.8915190327649953,1.039248138077787,0.5514756014415116,,,0.0,0.5890779105719113
351,1,2827573491,Evening Commute: 10/29/2019,2019-10-29 22:41:12+00:00,4.39,12222,1724,9.158032360000002,36.462121999999994,,81.4,,,,True,False,185.69554399999998,3,04/20/2020 08:45:09 PM ET,4.499966555183941,1224.4347826086957,13.332072623143818,25.436027779264215,96.4180602006689,128.56666666666666,153.96244131455398,171.88529241471568,0.9755628061152454,1.4079965911511965,0.686917377280267,1.4334833377452274,0.844240174823962,,,1.080345743322609,1.071424338406418
352,1,2828551237,Morning Commute: 10/29/2019,2019-10-30 13:33:14+00:00,2.59,747,730,12.757268820000002,27.290668,,63.7,,,,True,False,25.590552,0,04/20/2020 08:45:09 PM ET,4.4935999999999945,1222.7866666666666,13.330156610466672,25.442209913333333,96.30900000000001,128.56666666666666,153.96244131455398,171.39764327999998,0.576375289300339,0.5969970231929255,0.9570231763056073,1.0726532047712554,0.6614127443956431,,,0.14930515677041462,0.6689610991226975
353,1,2829701919,Evening Commute: 10/30/2019,2019-10-30 22:25:10+00:00,7.10,1733,1693,15.088160300000002,28.185444,,136.5,,,,True,False,370.73492000000005,1,04/20/2020 08:45:09 PM ET,4.5022591362126185,1224.3488372093022,13.33599715428572,25.451323647840532,96.44252491694354,128.56666666666666,153.96244131455398,172.05989336877076,1.5769860830295628,1.3827758466769238,1.13138598677274,1.1074254679241977,1.415350750279029,,,2.154685282789378,1.4614349029119718
354,1,2830881176,Morning Commute: 10/31/2019,2019-10-31 13:32:05+00:00,3.74,885,877,15.35435616,28.185444,,112.4,,,,True,False,118.438324,0,04/20/2020 08:45:09 PM ET,4.499735099337743,1223.1986754966888,13.342680462251659,25.460377026490065,96.49536423841062,128.56666666666666,153.96244131455398,171.88233850331125,0.8311600388543855,0.7169726533949097,1.1507699823464752,1.1070316818433072,1.1648227962774862,,,0.6890662823843203,0.9433039058501475
